id,img,label,text
29163,img/29163.png,1,what kind of punch can take out 20 kids and 6 adults? a sandy hook
36072,img/36072.png,0,"she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink"
60147,img/60147.png,0,meditation before going to school
90583,img/90583.png,1,we can kill as many as we want and your stupid government keeps bringing us in
38612,img/38612.png,0,so there is this new implant that can actually fix stupid
52097,img/52097.png,1,"if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash"
34961,img/34961.png,0,this cat is pushing a watermelon out of a lake. your argument is invalid
15803,img/15803.png,1,what do you call a retarded jew? auschwistic
89762,img/89762.png,0,that blackened chicken was so dry it reminded me of your mother
38465,img/38465.png,0,"yo dawg, i heard you like memes  so i made a meme mocking memes you so you can can mock me knocking memes while reading mock memes"
53289,img/53289.png,0,when everybody's worried about their ex but you're just here enjoying your lemonade
75321,img/75321.png,1,cannibal tribe from indonesia will take muslim refugess in any amount
18350,img/18350.png,0,when you see the gas bill
91547,img/91547.png,0,cheers to all the people who can change their minds when presented with information that contradicts their beliefs
30247,img/30247.png,0,broken chair
93741,img/93741.png,0,stop being a bitch
51243,img/51243.png,0,honestly how often do you masturbate?
5384,img/05384.png,0,spending quality time with dad
1845,img/01845.png,0,when you consume too much trans fat
34791,img/34791.png,1,when i was a boy we didn't have things like adhd. it was called being a little bastard
41385,img/41385.png,0,y'all kids claims to be victims of slavery when we were the ones who lived it
34508,img/34508.png,1,jews are the problem. not just zionists or israelis. jews. all of them
80521,img/80521.png,0,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables
34165,img/34165.png,0,be happy you dont have neanderthal dna
93072,img/93072.png,1,"black people black people ""why would white america do this?"""
25468,img/25468.png,1,white people walked on all fours before black people came and showed them how to stand up
9617,img/09617.png,0,when you turn on the light and realize you have been fisting the wrong hole
96258,img/96258.png,0,its national hebrew day go pick up a hot girl
96578,img/96578.png,1,mohammad is fucked by blink hacker group! oink oink! hi! my name's mohammad! fuck you muslims!
35618,img/35618.png,0,i woke up like this
5249,img/05249.png,0,i am still so confused about the strategies in this game
57349,img/57349.png,0,"""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise."""
78409,img/78409.png,1,i stand with hitler these was this time at auschwitz when i needed medical attention and doctor mengele was there for me
29814,img/29814.png,1,"if you hold a black baby to your ear, you can hear the police sirens"
20568,img/20568.png,0,meanwhile at the isis strip club
84269,img/84269.png,0,just ordered the new anne frank puzzle
68079,img/68079.png,0,what's the difference between a walrus and a lesbian? one smells like fish and has a moustache and the other is a walrus!
41537,img/41537.png,0,i'm not transphobic i just think trans people shouldn't exist
12890,img/12890.png,0,hitler getting his tan on
54102,img/54102.png,1,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice
63217,img/63217.png,0,when you're facetimeing and accidently fall down the stairs
3271,img/03271.png,0,when your wife and girlfriend dont get along
35264,img/35264.png,0,i like your cologne what is that? tricare? deers
63710,img/63710.png,1,literally nobody: white people sitting at the bar: can you put it on the golf channel??
12348,img/12348.png,0,"bitch, say something else"
14052,img/14052.png,1,this is racist but this is not?????
81064,img/81064.png,0,"your tits... in my hands, put them you will"
74391,img/74391.png,0,there must be some way this victimizes me
36152,img/36152.png,0,"when your eating out your grandma and you taste horse cum then think to yourself ""oh that's how she died"
80256,img/80256.png,0,damn girl that's a policy i could get behind
21948,img/21948.png,0,this guy grabs your girl's ass in the bar what do you do?
70532,img/70532.png,0,it's important to listen to your elders please don't forget!
25806,img/25806.png,0,when you have to make your own pool
26759,img/26759.png,1,that look when you wanna cut a bitch but you remember your a changed man
27398,img/27398.png,0,"if you believe that, i've got a virgin goat to sell you!"
18730,img/18730.png,0,immigration invasion learn the difference
75216,img/75216.png,0,want one as a slave when you watch how slow they work and you wonder why anyone would
91754,img/91754.png,0,when you finally buy a dishwasher this works a lot better than a sponge
42153,img/42153.png,0,we build our houses with stone
83456,img/83456.png,1,whats the difference between santa and the jews santa goes down the chimney
18673,img/18673.png,0,how to remember kid in hot car keep 2nd road beer with them
97523,img/97523.png,0,you are so cute
24631,img/24631.png,1,it's ma'am!! yooouu lookah like a man
23748,img/23748.png,0,bigbird singing to child on seasame street
69412,img/69412.png,0,best part about a hooker dying on you? the 2nd hour is free
59073,img/59073.png,0,the enemy within ilhan omar linda sarsour rashida tlaib ocasto-cortez
28405,img/28405.png,0,white people already paid reparations
63492,img/63492.png,0,making america white again
92670,img/92670.png,0,"scared you today, didn't i?"
78351,img/78351.png,0,subway is similar to prostitution you pay someone else to do your wife's job
79856,img/79856.png,0,my friends coming to see me after a crazy friday night
71436,img/71436.png,0,trump supporters be like mexicans stole my teeth
3258,img/03258.png,1,"i heard we can get free steroids in australia please help feed and house this poor, defenceless refugee. don't be racist and let me in!"
20736,img/20736.png,1,go be gay somewhere else
50487,img/50487.png,0,celebreated 4/20 on january 5th because i know how to reduce fractions
6431,img/06431.png,0,when the employee asks what bra size you wear
51473,img/51473.png,1,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:
34901,img/34901.png,0,gays aids it really be like that
28793,img/28793.png,0,congratulations it's non binary
5172,img/05172.png,0,islam is the religion of peace! if you don't agree i kill you!
98501,img/98501.png,0,send me sexy pic
96231,img/96231.png,0,when you're a convicted rapist but reruns of your show are still on tv because it's not like you tweeted something
81673,img/81673.png,0,when they don't get the memo that they lost the war
48635,img/48635.png,1,the look you give when the bubbles in the pool are pulsating your pussy just kidding she's retarted and thats her normal face
43612,img/43612.png,1,racing for pink slips in africa
15480,img/15480.png,1,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!"
41830,img/41830.png,0,if he's marrying me then why's he fucking my mom
81069,img/81069.png,0,when you bout to nut in your cousin and you hear the barn door open
72584,img/72584.png,0,9 months before i was born i went to a party with my dad and left with my mom
51763,img/51763.png,0,go be gay somewhere else
6873,img/06873.png,1,just got a bootleg copy of muslim porn deep goat
8523,img/08523.png,1,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant
6359,img/06359.png,0,what women think they'll do when the economy collapses vs what they'll actually do
93260,img/93260.png,0,when she smiles at you from a distance
40839,img/40839.png,0,see if you can find the guys from white chicks lol
8516,img/08516.png,0,smirked at an adult media coverage: 30 days shot up a school media coverage: 2 days
53012,img/53012.png,0,"nothing says ""pull me over"" like some red solo cup brake lights!"
76250,img/76250.png,1,chillin with my chromies
26198,img/26198.png,0,"hillary isn't in jail, the wall isn't built, isis hasn't been defeated & obamacare is still in place but trump gave himself a $23 million tax cut and that is important to me"
61952,img/61952.png,0,what i say about the gunman every time there's a mass shooting
80269,img/80269.png,1,this is really out of mein kampfert zone
5712,img/05712.png,0,god will forgive you no matter what you've done sweet
72941,img/72941.png,0,hey liberals & democrats have you forgotten
21853,img/21853.png,0,pure american muscle
35219,img/35219.png,1,they stole ma chickin i stole their life
90146,img/90146.png,0,all races are equal
51278,img/51278.png,0,when you haven't stolen anything in a week
63095,img/63095.png,0,when you have errands to run but you're too tired to deal
96058,img/96058.png,0,husband gives massage.. ...aaaand now i have a dick in me
56871,img/56871.png,1,who cares if mexicans are offended americans are offended by illegal immigration
25180,img/25180.png,1,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose
37259,img/37259.png,0,loyalty always has a cost some times it pays off... ...and some times you take a loss
48106,img/48106.png,1,fuck islam
19352,img/19352.png,0,ain't nothing but a goat
65213,img/65213.png,0,"what your ancestors were doing july 4, 1776 what dummies do today for july 4th"
24368,img/24368.png,0,ignorance and hate will lead you to nothing but shame
58426,img/58426.png,0,when there is no pinyata at the party but the emo kid just hung himself improvise. adapt. overcome
96785,img/96785.png,0,lost african tribe
40567,img/40567.png,0,anne frank writing in her diary
38625,img/38625.png,1,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)"
4823,img/04823.png,0,definitely a new cultural era!
25368,img/25368.png,1,when you suicide bomb an islamic mosque during a friday worship
93826,img/93826.png,0,"my wife asked me where i'd like to be buried apparently, ""balls deep in your sister"" wasn't the answer she was expecting"
56392,img/56392.png,0,dick punch funny regardless of species
30986,img/30986.png,0,this beef is so raw its eating the salad
75823,img/75823.png,0,lisa page: obama doj ordered fbi not to prosecute hillary clinton why is the mainstream media ignoring this bombshell
84072,img/84072.png,0,when you're fucking but wanna make sure he's not stealing anything
93147,img/93147.png,0,replaced kitty litter with pop rocks
92874,img/92874.png,1,so..convert to islam or die?  i say fuck it..let's roll
27946,img/27946.png,1,cadbury's halal creme eggs  now available in special edition
93614,img/93614.png,0,"i'm sorry i left the seat up, it won't happen again"
93521,img/93521.png,1,ever notice that christians are bad drivers
2691,img/02691.png,0,teaching them how to hunt young
91708,img/91708.png,0,when mohamed puts it inside
25783,img/25783.png,0,let's see if they get scared now ! bring they ass out here ! we will cut their heads off
16098,img/16098.png,0,when you find out who's been eating your leftovers
30452,img/30452.png,0,trump supporters be like show me where he lied
86491,img/86491.png,0,you are not wanted! you are a mental deficient!
14530,img/14530.png,1,it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head
81734,img/81734.png,0,when instincts take over
4683,img/04683.png,0,"when you make a meme using a different language that everyone can still understand: no es mucho, pero es trabajo honesto"
8593,img/08593.png,1,18 years later
92608,img/92608.png,0,says he alone is tough enough to defeat isis still too chickenshit to release his tax returns
61453,img/61453.png,0,when you find the cake your mum was hiding from you
39601,img/39601.png,0,welcome refugees to poland's newest 5 star hotel
12035,img/12035.png,0,i date crazy bikers with beards cause once you ride a beard and a harley you don't go back
56482,img/56482.png,1,heroin is destroying the white community keep up the good work heroin
56287,img/56287.png,0,"and then i says to her no, i got your nose"
19036,img/19036.png,0,infamous
34852,img/34852.png,1,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?"
62804,img/62804.png,0,look at this throatagraph
81579,img/81579.png,0,the look your women gives you when you can't finsh the job
80247,img/80247.png,0,the pimp hand strong enough for man but made for teaching
52890,img/52890.png,0,wait this isn't my dog
2485,img/02485.png,0,real friendship is sending them a link to something terrible so you can both be traumatised at the same time i torture all my friends. it's how i show love
50793,img/50793.png,0,a muslim in congress wants to get rid of homeland security let that sink in
13857,img/13857.png,0,this is why we shoot you guys
43617,img/43617.png,0,this chick can't stand fishing
70942,img/70942.png,0,"lesbians should not be allowed to buy dildos you made your choice bitch, now live with it!"
49601,img/49601.png,0,when your fifth pet eats food from another guys hand
35102,img/35102.png,0,please be patient... we creating a better fuckup for all
10659,img/10659.png,0,chinese ppl be like happy thanksgiving
36081,img/36081.png,1,in this edition we don't buy property; we steal it!
68325,img/68325.png,1,"it happend mom, a black guy gave me complement ohhh sweety i'm so sorry. that means you need to lose about 30 pounds"
39256,img/39256.png,0,"this isn't the way, there's always a better way"
98362,img/98362.png,1,it's ma'am look i found a penis
38475,img/38475.png,0,"i don't always feel like i'm at the top of the gene pool but when i do, i'm at walmart"
49083,img/49083.png,0,when you catch your goat with another man ya done fucked up
45938,img/45938.png,1,"hey, i just met you, and this is crazy, this is my grenade so blow me, maybe?"
67823,img/67823.png,0,as much as abdul tried he could not get the fucker into first gear
70928,img/70928.png,0,when you drink and drive you will get busted
24309,img/24309.png,0,when people ask me who my favorite golden girl is
70925,img/70925.png,1,where did jimmy go during the bombing? everywhere
5269,img/05269.png,0,been talking shit about trump since day one. now crying like bitches after getting called out
61278,img/61278.png,0,in a wolrd full of these people be this person
81675,img/81675.png,0,when your boss asks for the report but you went out the past few nights
38629,img/38629.png,0,a good heart goes a long way
6458,img/06458.png,0,"oh, you're tired of my anti-trump posts? why don't you pray for me to stop?"
71364,img/71364.png,1,obama voters
26794,img/26794.png,0,feel that? it used to belong to bruce jenner
85704,img/85704.png,0,how people look at me when i tell em i don't have kids
75102,img/75102.png,0,whose dick do i have to suck to get these charges dropped?
91268,img/91268.png,0,can afford to travel from romania to london still picks your pocket
42179,img/42179.png,1,immigrants illegal aliens
35097,img/35097.png,0,meanwhile at the isis strip club
83570,img/83570.png,0,the loudest one in the room.. is the weakest one in the room
56490,img/56490.png,1,how could this happen in the current year? when it's 2019 and there are still people who refuse to celebrate rectal wart sex
7968,img/07968.png,1,ernie mocks tyrone's lack of a father in front of the whole class
81259,img/81259.png,1,when you see a child in a gay parade half naked twerking with everyone celebrating ernie prepares to commit a hate crime
19753,img/19753.png,1,"how many times do we have to teach you this lesson, you tranny freaks ?"
61480,img/61480.png,1,why is it bad to be a black jew because you have to sit at the back of the oven
54790,img/54790.png,0,what people do in the bedroom is not anyone else's business
43517,img/43517.png,1,"when you hear 'em yelling that allahakbar crap, just shoot 'em before they blow up a bomb, or start stabbin' and shootin' people"
25068,img/25068.png,0,i really like 50 cent or as we call him in zimbabwe 4 billion dollars
35861,img/35861.png,0,banner in the streets hulk in the sheets
92741,img/92741.png,0,"wait, mohammad come back!! i didn't mean to laugh, really size doesh't matter to me lol"
51736,img/51736.png,1,"""america has stolen the jews the jews of god. his jewelry. the negroes. they are the true hebrews"" google it"
26417,img/26417.png,0,left lanes need to exit right right lanes need to exit left here's 300 feet. make it happen
18407,img/18407.png,0,wing wing wing herro? thats racist!
47326,img/47326.png,0,we are soldiers and we fight for our countries to our last minutes
50768,img/50768.png,0,"liz krueger, n.y. state democratic senater wants to infiltrate the nra and take it over yeah, just like she infiltrated mcdonalds all those years.."
86594,img/86594.png,0,wait for it .. 
63581,img/63581.png,0,wants you to accept him for being a girl couldn't accept himself at birth
95426,img/95426.png,1,i hate all fucking jews they are scum of the earth
10264,img/10264.png,0,when you eat her ass and then she say that she don't suck dick... wayment
79312,img/79312.png,0,for seal thanks.. very fucking useful
17832,img/17832.png,0,it's time we make peace with islam
15432,img/15432.png,0,when ur too young to know the concept of racism but ur happy cause u got a new pet
34506,img/34506.png,0,what's the difference between menstrual blood and sand? you can't gargle sand
30492,img/30492.png,0,when i grow up i'm going to be a famous doctor
31794,img/31794.png,0,i said a glass of orange juice not just any juice
4175,img/04175.png,1,im not racist because racism is a crime and crime is for black people
61578,img/61578.png,0,still smiles even when they are scared
31479,img/31479.png,1,"the only ""perferred pronouns"" a tranny needs is ""it"" or ""thing"""
17659,img/17659.png,0,ex girfriends be like.. i don't even care what he does anymore!!!
29785,img/29785.png,0,"he's making a list, checking it twice gonna find out who's getting deported by i.c.e"
17205,img/17205.png,1,i win again! parkinson's center
74132,img/74132.png,1,"fuck allah, fuck muslims and fuck islam. and if you don't like what i say then fuck"
15649,img/15649.png,0,be kind to those less fortunate than you
51460,img/51460.png,0,love is love respect
60329,img/60329.png,0,we swore we'd never forget 911
58276,img/58276.png,0,i may be blind but at least i'm rich!
40752,img/40752.png,0,"you don't need an ar15 to protect yourself but he does, and this guy and this guy, and him and him and him"
79315,img/79315.png,0,laughs in 52% of us crime rate
3241,img/03241.png,1,when black people make white jokes when white people make black jokes
38041,img/38041.png,0,justin trudeau the imam of canada
40897,img/40897.png,0,"with sensitive ass people, my sense of humor is way too fucked up for that"
56180,img/56180.png,0,my little brother ate all the scrabble tiles... sense than alexandria ocasio-corte ton and his shit makes more sense than alexandria ocasio cortez
37865,img/37865.png,0,i'm not saying that your perfume is too strong. all i'm saying is that the canary was alive before you got here
36974,img/36974.png,0,do you have any idea how black you were going?
61780,img/61780.png,1,you may be a racist if.. your response to a question from an african american is to mention the inner city 25 times
81546,img/81546.png,1,when i was a kid i thought black people were made from anal sex
75432,img/75432.png,0,greetings ... time to run
48703,img/48703.png,0,"a girl asks her mom, ""why am i black and you're white?"" she says, ""the way that party went, you're lucky you don't bark. """
81706,img/81706.png,0,when you have to fight captain america because you had an argument
42319,img/42319.png,0,"chelsea clinton.. so ugly that when she gives head, it counts as anal"
2139,img/02139.png,0,no less beautiful
93568,img/93568.png,1,i'm so fucking gay i can't even think straight
6832,img/06832.png,1,government shills hate him!!! <<< this aussie shitposter removes 50 muslims with this one weird trick and basically you are fucking accelerated!
20971,img/20971.png,0,if i can't trust you i don't need you
70936,img/70936.png,0,everybody having kids /getting engaged and i'm over here like
4278,img/04278.png,0,never let someone who has done nothing tell you how to do anything
56024,img/56024.png,0,and for my next trick i'll make democrats defend rats
53941,img/53941.png,1,"i didn't hear the question ... ...but the answer is, white people are racist"
49270,img/49270.png,0,rosie o 'donnell had to be removed from her home today to make good on her threat to leave the us if donald trump became president
67485,img/67485.png,0,i'm going to prison aren't i ?
92417,img/92417.png,0,hoes be like why can't i find a good man
26305,img/26305.png,0,when you take this girl on a date and she won't stop talking.
61234,img/61234.png,0,i could have annihilated all of them but i left some of them alive so you will know why i was killing them
59064,img/59064.png,0,keep it up and you'll get some regime change
17634,img/17634.png,0,when she's mad at you but you want her attention
3246,img/03246.png,0,mobile nun
97635,img/97635.png,1,didnt stand during the national anthem... no one said a word... # whiteprivilege
9634,img/09634.png,1,come on our shame tour! we will show you how to murder babies and harass the elderly
49630,img/49630.png,0,if they aren't meant to cook why do they have eggs and milk inside them
60173,img/60173.png,0,"white people dont shoot eachother in the streets like black people do we do it in schools, because we have class"
38490,img/38490.png,0,"""people are tired of the same, old ideas"" says the 74 year old socialist"
68423,img/68423.png,0,don't get me started about your tranny problems
76258,img/76258.png,1,when you advocate for killing babies after their birth and then you have ash on your forhead for ash wednesday unbelievable smh
39652,img/39652.png,0,donald trump proving you don't have to be poor to be trailer trash
70435,img/70435.png,1,this one time at camp we got so baked
8654,img/08654.png,1,never had one before . what? a room to yourself? a white bitch
37402,img/37402.png,0,when your stoner friend looks in your fridge
26795,img/26795.png,0,i put brake fluid in my meth... now i can stop whenever i want
60317,img/60317.png,0,when your goat hits your g-spot
34805,img/34805.png,0,when you're trying to be a good student and just learn magic but three kids in class keep getting in trouble all the time
1389,img/01389.png,0,confession-every sunday around brunch time i take my cat to the mall and make people take pictures of us
80361,img/80361.png,1,thanks trump for my new job making america white again
74536,img/74536.png,1,for guys that like it nice and slow gimme a call
15283,img/15283.png,0,march 8th international women's day
75340,img/75340.png,1,"forgive me allah.. i just can't understand why i am allowed to behead my enemies and marry little girls, but i can't eat a fucking ham sandwich"
96153,img/96153.png,0,jokes don't kill people they kill people
63917,img/63917.png,0,if he's marrying me then why's he fucking a goat
38529,img/38529.png,0,"fuck you, asshole how's that for customer service?"
92016,img/92016.png,1,get ready for your future white folks.. nuclear fire & eternal slavery!
79054,img/79054.png,0,that face you make when you get asked a question and have to think on it for a while
6471,img/06471.png,1,"colin kaepernick and his evil white oppressors oh wait, those are his parents!"
7698,img/07698.png,0,"go ahead, call the cops see who cums first"
1896,img/01896.png,0,terrorism is just part and parcel of living in a big city. sadiq khan london mayor tokyo: over 13 million people no islamic terrorism
76354,img/76354.png,0,animals enjoy motorcycle rides too
80237,img/80237.png,0,when nobody knew who you were until you got on your knees
71045,img/71045.png,0,cutest little beagle in the whole wide world
67084,img/67084.png,0,creeps into your childs room empties his sack
68507,img/68507.png,1,black chicks even the white ones are ugly
58096,img/58096.png,0,grandma is not getting run over by a reindeer this year!!
4263,img/04263.png,1,holocaust jokes are offensive ann frankly aren't funny
26043,img/26043.png,0,love is love is love is love
26031,img/26031.png,0,muslims in a predominantly christian nation christians in a predominantly muslim nation
64701,img/64701.png,0,"well judge, made me do it all remember it was me who first said was kenyan"
26495,img/26495.png,1,when your goat tells you she ain't on the pil
81963,img/81963.png,0,the old lady treats arthur to some delicious cookies she's baked
56972,img/56972.png,0,so i prayed over him like this and i made sure he felt the lord inside him
83127,img/83127.png,0,been dropping blessings all year like
10827,img/10827.png,0,watch out i'll put a bomb in your car
56378,img/56378.png,1,i'm not racist. racism is a crime and crime is only for blacks
50273,img/50273.png,0,"""where did you learn to make kool-aid like that britney?"""
25397,img/25397.png,1,what do you call a black guy in a tree with a briefcase.. a branch manager
46058,img/46058.png,0,when you beat up a black kid and get arrested for propriety damage
6218,img/06218.png,0,thats a little savage
2849,img/02849.png,1,abba ree i can fryyy
69042,img/69042.png,0,"did i just hear grandma tell me ""no"""
41853,img/41853.png,0,shes got them summer teeth summer here summer missing
70652,img/70652.png,0,when you her ass and then she say that she don't suck dick.. wayment
27943,img/27943.png,0,batman! thank god you've arrived!
68159,img/68159.png,0,learning to ride a bike
91704,img/91704.png,1,when you finger a girl from auschwitz
94823,img/94823.png,0,obama voters
63285,img/63285.png,1,"he's like 20 and still plays video games bitch please, yall 15 and pregnant"
42693,img/42693.png,1,cooking teacher: 'today we'll learn how to use the ovens' the german kid:
64027,img/64027.png,1,"""islam is love!"" - ariana grande yeah, if you're a goat"
20751,img/20751.png,1,"""islam is love!"" ariana grande august 2017 hillary clinton rally yeah, if you're a goat ***"
94351,img/94351.png,1,hmmm minyoda i am beat women i must
27489,img/27489.png,0,how do we destroy the patriarchy? it's simple. we eat it
81394,img/81394.png,0,"""i went to walmart and picked up a new sandwich maker."""
59467,img/59467.png,1,"new for 2015 peel and stick eye-slit stickers to make your garbage & trash sharia compliant in compliance with sharia law, you can now turn all your garbage into muslim trash!"
71906,img/71906.png,0,when you feel beautiful no matter what the haters say
81265,img/81265.png,0,you'd be angry too if you found out they cancelled your favorite show
67384,img/67384.png,1,what's hillary's favorite pizza? little seizures
21086,img/21086.png,1,when the muslim kid you bullied starts counting backwards
40153,img/40153.png,1,"""okay class bring out your calculators"" mohammed:"
31025,img/31025.png,0,i refuse to debate gun control with folks who eat soap and are confused on which pisser to use
68042,img/68042.png,0,i think i almost got my dishwasher working
70549,img/70549.png,0,the old lady shows arthur what she used to do during the war
48612,img/48612.png,0,that's where the new skyscraper is going to come up
5183,img/05183.png,0,when you run out of bras and have to hold the girls up on your own
27430,img/27430.png,0,both men and women sacrificed in different ways but it was all to protect their comfortable home
13859,img/13859.png,0,the fuck did you just say?
68379,img/68379.png,1,i can put up with muslims killing canadians but i absolutely will not tolerate canadians criticizing muslims
25037,img/25037.png,0,"i am 73 years old. who's going to ask how i do it??,,,"
16380,img/16380.png,0,felling cute might fuck a goat later. idk
25861,img/25861.png,0,how to get out of a gym contract
59478,img/59478.png,1,his grandparents died in the holocaust so we gonna put an oven in the trunk
71249,img/71249.png,0,islamic warrior's funeral in palestine
